Product ID,Product Name Cleaned,Product Description,Price,Category,Sub-Category,stock
OFF-AR-10002804,Faber Castell Col-Erase Pencils,"The Faber Castell Col-Erase Pencils is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",4.89,Office Supplies,Art,1
FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,"The C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",3.784,Furniture,Furnishings,0
FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black","The Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",29.18,Furniture,Furnishings,2
TEC-PH-10002398,AT&T 1070 Corded Phone,"The AT&T 1070 Corded Phone is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",89.192,Technology,Phones,2
OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670","The Boston School Pro Electric Pencil Sharpener, 1670 is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",24.784,Office Supplies,Art,1
FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,"The DMI Arturo Collection Mission-style Design Wood Chair is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",135.882,Furniture,Chairs,4
OFF-FA-10000624,OIC Binder Clips,"The OIC Binder Clips is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",3.58,Office Supplies,Fasteners,1
OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,"The Ibico Laser Imprintable Binding System Covers is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",41.92,Office Supplies,Binders,1
FUR-FU-10001967,Telescoping Adjustable Floor Lamp,"The Telescoping Adjustable Floor Lamp is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",15.992,Furniture,Furnishings,5
TEC-PH-10003645,Aastra 57i VoIP phone,"The Aastra 57i VoIP phone is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",96.966,Technology,Phones,3
TEC-PH-10004614,AT&T 841000 Phone,"The AT&T 841000 Phone is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",41.4,Technology,Phones,3
OFF-BI-10001922,Storex Dura Pro Binders,"The Storex Dura Pro Binders is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",4.752,Office Supplies,Binders,5
OFF-BI-10003314,Tuff Stuff Recycled Round Ring Binders,"The Tuff Stuff Recycled Round Ring Binders is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",3.856,Office Supplies,Binders,5
OFF-AR-10004027,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box","The Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",2.52,Office Supplies,Art,0
FUR-BO-10002268,Sauder Barrister Bookcases,"The Sauder Barrister Bookcases is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",64.784,Furniture,Bookcases,5
OFF-AP-10001124,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,"The Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",80.98,Office Supplies,Appliances,3
OFF-LA-10001158,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""","The Avery Address/Shipping Labels for Typewriters, 4"" x 2"" is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",10.35,Office Supplies,Labels,1
OFF-BI-10002412,Wilson Jones _x0093_Snap_x0094_ Scratch Pad Binder Tool for Ring Binders,"The Wilson Jones _x0093_Snap_x0094_ Scratch Pad Binder Tool for Ring Binders is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",5.8,Office Supplies,Binders,3
OFF-PA-10002036,Xerox 1930,"The Xerox 1930 is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",5.184,Office Supplies,Paper,1
OFF-BI-10001982,Wilson Jones Custom Binder Spines & Labels,"The Wilson Jones Custom Binder Spines & Labels is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",1.632,Office Supplies,Binders,0
OFF-PA-10003039,Xerox 1960,"The Xerox 1960 is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",24.784,Office Supplies,Paper,0
FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D","The Office Impressions End Table, 20-1/2""H x 24""W x 20""D is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",212.632,Furniture,Tables,4
OFF-AP-10000696,Holmes Odor Grabber,"The Holmes Odor Grabber is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",2.884,Office Supplies,Appliances,2
OFF-PA-10004734,Southworth Structures Collection,"The Southworth Structures Collection is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",7.28,Office Supplies,Paper,5
TEC-AC-10004708,Sony 32GB Class 10 Micro SDHC R40 Memory Card,"The Sony 32GB Class 10 Micro SDHC R40 Memory Card is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",20.95,Technology,Accessories,2
FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal","The Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",125.1525,Furniture,Tables,4
TEC-MA-10001681,Lexmark MarkNet N8150 Wireless Print Server,"The Lexmark MarkNet N8150 Wireless Print Server is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",120.585,Technology,Machines,5
OFF-AR-10004757,Crayola Colored Pencils,"The Crayola Colored Pencils is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",2.624,Office Supplies,Art,2
OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders","The Angle-D Binders with Locking Rings, Label Holders is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",5.84,Office Supplies,Binders,0
TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,"The Nortel Meridian M3904 Professional Digital phone is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",123.192,Technology,Phones,4
OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,"The Wilson Jones Century Plastic Molded Ring Binders is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",4.154,Office Supplies,Binders,4
OFF-BI-10004492,Tuf-Vin Binders,"The Tuf-Vin Binders is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",25.264,Office Supplies,Binders,3
OFF-ST-10000798,2300 Heavy-Duty Transfer File Systems by Perma,"The 2300 Heavy-Duty Transfer File Systems by Perma is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",24.98,Office Supplies,Storage,2
OFF-ST-10001580,Super Decoflex Portable Personal File,"The Super Decoflex Portable Personal File is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",11.984,Office Supplies,Storage,2
OFF-PA-10001947,Xerox 1974,"The Xerox 1974 is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",4.784,Office Supplies,Paper,1
OFF-AP-10004249,Staple holder,"The Staple holder is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",11.97,Office Supplies,Appliances,1
TEC-AC-10000158,Sony 64GB Class 10 Micro SDHC R40 Memory Card,"The Sony 64GB Class 10 Micro SDHC R40 Memory Card is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",35.99,Technology,Accessories,2
OFF-PA-10000157,Xerox 191,"The Xerox 191 is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",19.98,Office Supplies,Paper,0
OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,"The Bulldog Vacuum Base Pencil Sharpener is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",11.99,Office Supplies,Art,5
FUR-CH-10004886,Bevis Steel Folding Chairs,"The Bevis Steel Folding Chairs is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",76.76,Furniture,Chairs,2
FUR-FU-10004712,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black","The Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",14.14,Furniture,Furnishings,0
FUR-CH-10000015,Hon Multipurpose Stacking Arm Chairs,"The Hon Multipurpose Stacking Arm Chairs is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",216.6,Furniture,Chairs,0
TEC-MA-10000029,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner","The Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",69.99,Technology,Machines,3
OFF-AR-10000369,Design Ebony Sketching Pencil,"The Design Ebony Sketching Pencil is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",1.112,Office Supplies,Art,5
OFF-BI-10004584,GBC ProClick 150 Presentation Binding System,"The GBC ProClick 150 Presentation Binding System is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",94.794,Office Supplies,Binders,0
OFF-BI-10000773,Insertable Tab Post Binder Dividers,"The Insertable Tab Post Binder Dividers is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",2.406,Office Supplies,Binders,1
TEC-MA-10002937,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner","The Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",335.993,Technology,Machines,1
OFF-PA-10002230,Xerox 1897,"The Xerox 1897 is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",3.984,Office Supplies,Paper,4
FUR-FU-10000206,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs","The GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",2.91,Furniture,Furnishings,3
OFF-AR-10000588,Newell 345,"The Newell 345 is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",19.84,Office Supplies,Art,4
FUR-TA-10001539,Chromcraft Rectangular Conference Tables,"The Chromcraft Rectangular Conference Tables is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",142.182,Furniture,Tables,5
FUR-CH-10000225,"Global Geo Office Task Chair, Gray","The Global Geo Office Task Chair, Gray is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",64.784,Furniture,Chairs,5
FUR-FU-10000023,Eldon Wave Desk Accessories,"The Eldon Wave Desk Accessories is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",4.712,Furniture,Furnishings,0
FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,"The Eldon ClusterMat Chair Mat with Cordless Antistatic Protection is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",36.392,Furniture,Furnishings,5
OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box","The Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",55.48,Office Supplies,Paper,2
OFF-ST-10002743,SAFCO Boltless Steel Shelving,"The SAFCO Boltless Steel Shelving is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",113.64,Office Supplies,Storage,1
OFF-AR-10003045,Prang Colored Pencils,"The Prang Colored Pencils is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",2.94,Office Supplies,Art,2
TEC-AC-10001445,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,"The Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",3.03,Technology,Accessories,0
OFF-LA-10003923,Alphabetical Labels for Top Tab Filing,"The Alphabetical Labels for Top Tab Filing is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",14.8,Office Supplies,Labels,5
TEC-PH-10001363,Apple iPhone 5S,"The Apple iPhone 5S is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",455.992,Technology,Phones,1
TEC-PH-10000376,Square Credit Card Reader,"The Square Credit Card Reader is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",7.992,Technology,Phones,0
OFF-ST-10001809,Fellowes Officeware Wire Shelving,"The Fellowes Officeware Wire Shelving is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",89.83,Office Supplies,Storage,5
TEC-AC-10000991,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,"The Sony Micro Vault Click 8 GB USB 2.0 Flash Drive is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",46.99,Technology,Accessories,2
FUR-TA-10001857,Balt Solid Wood Rectangular Table,"The Balt Solid Wood Rectangular Table is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",63.294,Furniture,Tables,4
OFF-EN-10001434,"Strathmore #10 Envelopes, Ultimate White","The Strathmore #10 Envelopes, Ultimate White is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",52.71,Office Supplies,Envelopes,3
OFF-BI-10001670,Vinyl Sectional Post Binders,"The Vinyl Sectional Post Binders is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",11.31,Office Supplies,Binders,3
OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener,"The Rogers Handheld Barrel Pencil Sharpener is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",2.74,Office Supplies,Art,0
FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,"The Executive Impressions Supervisor Wall Clock is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",42.1,Furniture,Furnishings,4
OFF-AR-10003811,Newell 327,"The Newell 327 is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",2.21,Office Supplies,Art,1
OFF-FA-10002815,Staples,"The Staples is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",4.44,Office Supplies,Fasteners,4
FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,"The Global Commerce Series High-Back Swivel/Tilt Chairs is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",227.984,Furniture,Chairs,3
OFF-ST-10004963,Eldon Gobal File Keepers,"The Eldon Gobal File Keepers is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",12.112,Office Supplies,Storage,5
FUR-CH-10000595,Safco Contoured Stacking Chairs,"The Safco Contoured Stacking Chairs is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",190.72,Furniture,Chairs,2
FUR-FU-10000448,Tenex Chairmats For Use With Carpeted Floors,"The Tenex Chairmats For Use With Carpeted Floors is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",15.98,Furniture,Furnishings,2
TEC-PH-10000984,Panasonic KX-TG9471B,"The Panasonic KX-TG9471B is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",195.99,Technology,Phones,5
OFF-ST-10001325,Sterilite Officeware Hinged File Box,"The Sterilite Officeware Hinged File Box is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",8.384,Office Supplies,Storage,0
OFF-BI-10002429,"Premier Elliptical Ring Binder, Black","The Premier Elliptical Ring Binder, Black is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",6.088,Office Supplies,Binders,5
OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,"The Eureka The Boss Cordless Rechargeable Stick Vac is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",50.98,Office Supplies,Appliances,3
TEC-AC-10001432,Enermax Aurora Lite Keyboard,"The Enermax Aurora Lite Keyboard is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",78.15,Technology,Accessories,2
OFF-BI-10000404,Avery Printable Repositionable Plastic Tabs,"The Avery Printable Repositionable Plastic Tabs is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",6.88,Office Supplies,Binders,4
FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,"The HON 5400 Series Task Chairs for Big and Tall is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",560.784,Furniture,Chairs,0
OFF-FA-10004248,Advantus T-Pin Paper Clips,"The Advantus T-Pin Paper Clips is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",3.608,Office Supplies,Fasteners,2
OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters,"The Zebra Zazzle Fluorescent Highlighters is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",4.864,Office Supplies,Art,2
OFF-LA-10001297,Avery 473,"The Avery 473 is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",10.35,Office Supplies,Labels,3
FUR-FU-10003347,Coloredge Poster Frame,"The Coloredge Poster Frame is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",14.2,Furniture,Furnishings,0
OFF-AP-10003914,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts","The Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",2.6,Office Supplies,Appliances,0
OFF-FA-10003467,"Alliance Big Bands Rubber Bands, 12/Pack","The Alliance Big Bands Rubber Bands, 12/Pack is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",1.98,Office Supplies,Fasteners,1
TEC-PH-10002496,Cisco SPA301,"The Cisco SPA301 is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",124.792,Technology,Phones,1
OFF-PA-10004530,Personal Creations Ink Jet Cards and Labels,"The Personal Creations Ink Jet Cards and Labels is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",11.48,Office Supplies,Paper,0
OFF-AR-10003394,Newell 332,"The Newell 332 is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",2.94,Office Supplies,Art,1
OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black","The Trav-L-File Heavy-Duty Shuttle II, Black is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",34.856,Office Supplies,Storage,4
OFF-SU-10004498,Martin-Yale Premier Letter Opener,"The Martin-Yale Premier Letter Opener is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",12.88,Office Supplies,Supplies,0
FUR-CH-10003956,Novimex High-Tech Fabric Mesh Task Chair,"The Novimex High-Tech Fabric Mesh Task Chair is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",70.98,Furniture,Chairs,5
TEC-PH-10003800,i.Sound Portable Power - 8000 mAh,"The i.Sound Portable Power - 8000 mAh is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",42.392,Technology,Phones,1
OFF-AR-10004078,Newell 312,"The Newell 312 is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",4.672,Office Supplies,Art,1
OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,"The Fellowes Superior 10 Outlet Split Surge Protector is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",38.06,Office Supplies,Appliances,0
