City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
266,3,3,2,13,201.584,2,0.2,20.1584
266,3,3,2,13,83.984,2,0.2,31.494
342,3,3,1,14,1000.02,7,0.0,290.0058
374,36,1,2,0,83.976,3,0.2,-13.6461
129,21,0,1,10,3.75,1,0.0,1.8
129,21,0,1,10,41.4,4,0.0,19.872
129,21,0,1,2,29.79,3,0.0,12.5118
329,30,1,1,14,59.48,2,0.0,8.922
329,30,1,1,12,6.69,1,0.0,3.0774
225,45,3,0,9,198.46,2,0.0,99.23
225,45,3,1,10,786.48,8,0.0,385.3752
225,45,3,1,3,23.168,2,0.2,7.8192
225,45,3,2,0,50.0,2,0.0,10.5
266,3,3,2,13,675.96,5,0.2,84.495
266,3,3,2,0,1265.85,3,0.0,556.974
329,30,1,1,1,523.25,5,0.0,141.2775
233,16,2,0,5,517.5,6,0.0,155.25
86,33,1,0,9,17.92,5,0.2,2.464
86,33,1,1,3,41.256,6,0.7,-34.38
86,33,1,1,14,1006.056,3,0.2,88.0299
86,33,1,1,12,10.688,2,0.2,3.7408
86,33,1,1,12,10.368,2,0.2,3.6288
86,33,1,1,14,25.12,2,0.2,1.57
86,33,1,2,0,58.112,2,0.2,7.264
483,35,3,1,12,15.552,3,0.2,5.4432
483,35,3,1,14,669.08,5,0.2,-167.27
483,35,3,2,13,438.336,4,0.2,-87.6672
505,7,1,1,12,19.44,3,0.0,9.3312
505,7,1,1,3,9.64,2,0.0,4.4344
505,7,1,1,12,12.7,2,0.0,5.842
505,7,1,0,9,41.37,3,0.0,17.3754
457,11,0,1,8,12.624,2,0.2,3.945
452,45,3,1,14,1247.64,3,0.0,349.3392
452,45,3,2,6,3149.93,7,0.0,1480.4671
452,45,3,1,12,209.7,2,0.0,100.656
374,36,1,2,0,35.36,2,0.2,-3.094
374,36,1,1,8,3.168,2,0.2,-0.7128
374,36,1,1,3,121.104,6,0.7,-100.92
374,36,1,2,13,45.894,1,0.4,-9.1788
438,3,3,1,12,109.92,2,0.0,53.8608
438,3,3,1,12,13.36,2,0.0,6.4128
452,45,3,1,14,169.68,6,0.0,45.8136
452,45,3,2,0,132.52,4,0.0,54.3332
452,45,3,1,8,2.96,2,0.0,1.4208
452,45,3,1,3,8.448,2,0.2,2.9568
452,45,3,1,14,95.94,3,0.0,9.594
299,47,0,0,9,34.79,7,0.0,10.7849
266,3,3,2,13,160.776,3,0.2,10.0485
452,45,3,1,3,88.752,3,0.2,27.735
452,45,3,1,3,13.904,2,0.2,5.214
374,36,1,2,13,677.58,5,0.4,-158.102
374,36,1,1,3,13.896,3,0.7,-9.264
109,41,0,1,14,41.92,5,0.2,3.668
109,41,0,2,0,297.576,3,0.2,-7.4394
109,41,0,1,8,4.344,3,0.2,0.8688
109,41,0,2,0,94.992,2,0.2,-2.3748
109,41,0,1,12,74.352,3,0.2,23.235
109,41,0,1,2,14.04,3,0.2,1.5795
329,30,1,0,16,1018.104,4,0.4,-373.3048
207,41,0,2,13,16.68,3,0.2,5.2125
338,26,3,2,0,58.58,2,0.0,19.3314
379,41,0,2,13,167.968,4,0.2,62.988
467,44,2,1,10,196.62,2,0.0,96.3438
207,41,0,0,9,21.936,2,0.6,-10.4196
207,41,0,1,3,6.588,3,0.8,-10.2114
438,3,3,1,14,104.28,3,0.0,26.07
438,3,3,1,12,17.94,3,0.0,8.7906
374,36,1,1,14,64.784,1,0.2,-14.5764
374,36,1,2,13,32.382,3,0.4,4.3176
374,36,1,0,9,42.368,2,0.2,8.4736
374,36,1,2,11,399.54,4,0.7,-559.356
266,3,3,1,12,18.97,1,0.0,9.1056
438,3,3,0,9,14.82,3,0.0,6.2244
374,36,1,1,1,99.28,2,0.2,12.41
374,36,1,1,3,1.188,2,0.7,-0.99
374,36,1,1,3,7.518,2,0.7,-5.7638
374,36,1,1,12,10.368,2,0.2,3.6288
374,36,1,0,9,310.88,2,0.2,23.316
374,36,1,0,16,853.092,6,0.4,-227.4912
211,12,0,1,12,33.45,5,0.0,15.387
211,12,0,1,3,10.4,5,0.0,5.096
94,33,1,0,9,21.88,5,0.2,6.2905
379,41,0,2,0,13.616,2,0.2,3.5742
31,28,1,2,0,63.96,4,0.0,19.8276
31,28,1,1,3,14.46,3,0.0,7.0854
31,28,1,2,13,104.98,2,0.0,52.49
266,3,3,1,1,106.96,2,0.0,31.0184
266,3,3,1,10,21.56,7,0.0,10.3488
452,45,3,0,16,515.88,6,0.0,113.4936
329,30,1,1,3,11.808,2,0.2,4.2804
329,30,1,0,5,1931.04,9,0.1,321.84
329,30,1,1,12,9.96,2,0.0,4.6812
437,3,3,1,8,12.35,5,0.0,5.8045
168,1,3,1,3,9.702,3,0.7,-7.1148
374,36,1,1,3,11.61,2,0.7,-9.288
438,3,3,1,10,43.86,6,0.0,20.6142
438,3,3,2,13,148.48,2,0.2,16.704
438,3,3,1,12,7.42,2,0.0,3.71
438,3,3,0,5,71.992,1,0.2,-0.8999
438,3,3,1,2,19.9,5,0.0,6.567
438,3,3,1,1,1702.12,14,0.0,510.636
207,41,0,1,12,14.304,6,0.2,5.0064
80,11,0,0,16,765.625,7,0.5,-566.5625
438,3,3,0,4,307.666,2,0.15,-14.4784
329,30,1,1,3,7.712,2,0.2,2.7956
329,30,1,1,1,242.9,5,0.0,70.441
329,30,1,1,14,454.9,5,0.0,0.0
329,30,1,0,9,35.92,4,0.0,15.0864
329,30,1,0,9,39.76,8,0.0,12.3256
329,30,1,1,3,47.744,4,0.2,14.92
80,11,0,2,13,159.984,2,0.2,11.9988
80,11,0,2,0,255.968,4,0.2,51.1936
80,11,0,0,4,359.058,3,0.3,-71.8116
374,36,1,1,1,434.352,3,0.2,43.4352
374,36,1,1,1,3.552,2,0.2,0.444
374,36,1,1,1,88.832,4,0.2,7.7728
126,33,1,0,16,1048.35,5,0.4,-69.89
464,44,2,2,0,100.0,4,0.0,21.0
464,44,2,1,10,7.83,3,0.0,3.6018
150,31,2,1,12,96.256,8,0.2,31.2832
150,31,2,1,12,10.688,2,0.2,3.7408
109,41,0,1,14,338.04,3,0.2,-33.804
109,41,0,1,2,154.24,4,0.2,17.352
216,31,2,1,1,34.848,2,0.2,6.534
216,31,2,2,13,22.0,5,0.2,1.375
216,31,2,1,2,4.368,3,0.2,0.3822
438,3,3,1,14,31.44,3,0.0,8.4888
438,3,3,2,0,17.9,2,0.0,3.401
438,3,3,2,0,129.45,5,0.0,46.602
437,3,3,1,10,20.88,8,0.0,9.6048
374,36,1,1,12,20.736,4,0.2,7.2576
374,36,1,0,9,7.168,2,0.2,0.9856
374,36,1,1,14,11.168,2,0.2,-2.5128
374,36,1,2,0,442.4,7,0.2,-55.3
410,30,1,1,2,13.36,2,0.0,4.9432
216,31,2,1,3,11.232,8,0.7,-8.2368
216,31,2,1,12,10.272,3,0.2,3.21
207,41,0,1,12,10.368,2,0.2,3.6288
207,41,0,1,2,6.24,3,0.2,0.546
434,41,0,0,16,206.962,2,0.3,-32.5226
342,3,3,0,9,9.46,2,0.0,3.6894
438,3,3,1,14,559.62,9,0.0,151.0974
438,3,3,1,12,109.92,2,0.0,53.8608
438,3,3,1,12,8.56,2,0.0,3.852
154,41,0,1,12,360.712,11,0.2,130.7581
154,41,0,2,13,1718.4,6,0.2,150.36
207,41,0,1,3,41.568,6,0.8,-66.5088
207,41,0,2,0,46.864,2,0.2,7.6154
374,36,1,1,2,19.536,3,0.2,4.884
437,3,3,0,4,411.332,4,0.15,-4.8392
437,3,3,1,3,28.752,6,0.2,9.7038
437,3,3,0,4,293.199,3,0.15,-20.6964
467,44,2,1,15,35.06,2,0.0,10.518
467,44,2,1,10,4.13,1,0.0,1.8998
467,44,2,0,9,109.8,9,0.0,46.116
467,44,2,1,10,9.82,2,0.0,4.8118
178,31,2,1,3,7.644,4,0.7,-5.8604
178,31,2,1,3,51.465,5,0.7,-39.4565
109,41,0,1,15,6.976,4,0.2,-1.3952
109,41,0,1,3,12.222,7,0.8,-20.1663
80,11,0,1,14,97.984,2,0.2,-24.496
80,11,0,2,0,62.4,6,0.2,19.5
28,18,1,1,3,20.86,2,0.0,9.387
28,18,1,1,14,497.61,9,0.0,129.3786
28,18,1,1,2,5.34,2,0.0,1.4952
28,18,1,1,10,3.15,1,0.0,1.512
266,3,3,1,12,368.91,9,0.0,180.7659
266,3,3,1,2,14.7,5,0.0,6.615
329,30,1,2,0,59.97,3,0.0,14.9925
329,30,1,1,14,83.36,1,0.0,20.84
156,19,1,1,12,6.58,2,0.0,3.0268
156,19,1,1,3,122.94,3,0.0,59.0112
299,47,0,1,12,219.84,4,0.0,107.7216
299,47,0,2,0,98.16,6,0.0,9.816
299,47,0,1,3,33.04,8,0.0,15.5288
299,47,0,2,13,86.97,3,0.0,25.2213
224,47,0,2,13,134.97,3,0.0,64.7856
224,47,0,2,13,699.98,2,0.0,195.9944
224,47,0,2,0,139.95,5,0.0,26.5905
329,30,1,1,12,48.94,1,0.0,24.47
272,47,0,0,5,2807.84,8,0.0,673.8816
272,47,0,1,2,46.64,4,0.0,12.5928
207,41,0,1,14,60.416,2,0.2,6.0416
346,14,0,1,2,107.94,3,0.0,26.985
329,30,1,1,14,63.84,8,0.0,16.5984
329,30,1,2,13,347.97,3,0.0,100.9113
329,30,1,1,3,37.008,6,0.2,11.565
440,3,3,0,9,215.65,5,0.0,73.321
109,41,0,1,8,11.168,4,0.2,3.6296
109,41,0,1,12,53.952,3,0.2,17.5344
23,45,3,0,9,4.18,1,0.0,1.5048
374,36,1,1,3,5.607,1,0.7,-4.2987
374,36,1,1,15,4663.736,7,0.2,-1049.3406
374,36,1,2,0,79.984,2,0.2,22.9954
266,3,3,2,13,2575.944,7,0.2,257.5944
266,3,3,1,12,45.36,7,0.0,21.7728
266,3,3,2,0,254.24,7,0.0,76.272
490,34,0,2,13,69.93,7,0.0,0.6993
80,11,0,0,9,16.156,7,0.6,-12.117
80,11,0,1,12,54.816,3,0.2,17.8152
190,44,2,0,16,1441.3,7,0.0,245.021
330,33,1,0,9,77.6,5,0.2,28.13
330,33,1,0,9,4.656,2,0.2,1.5714
266,3,3,0,16,170.136,3,0.2,-8.5068
452,45,3,1,10,7.38,2,0.0,3.4686
452,45,3,1,2,9.26,2,0.0,3.0558
266,3,3,1,10,9.96,2,0.0,4.5816
80,11,0,1,1,75.6,2,0.8,-166.32
80,11,0,0,9,29.32,2,0.6,-24.189
80,11,0,1,1,92.064,6,0.8,-225.5568
80,11,0,1,8,6.976,4,0.2,1.8312
80,11,0,0,5,62.958,3,0.3,-2.6982
80,11,0,1,12,5.184,1,0.2,1.8144
400,35,3,1,3,31.32,10,0.7,-25.056
400,35,3,0,9,11.84,4,0.2,3.108
400,35,3,0,9,22.784,1,0.2,4.8416
394,31,2,2,13,1127.976,3,0.2,126.8973
271,9,2,1,12,38.88,6,0.0,18.6624
86,33,1,2,13,779.796,2,0.4,-168.9558
320,34,0,2,13,1439.92,8,0.0,374.3792
320,34,0,0,16,262.11,1,0.0,62.9064
308,31,2,0,5,207.0,3,0.2,25.875
25,41,0,2,11,1439.982,3,0.4,-263.9967
25,41,0,1,12,36.288,7,0.2,12.7008
291,5,1,1,2,21.4,5,0.0,6.206
419,9,2,1,1,1245.86,7,0.0,361.2994
74,31,2,1,10,17.544,3,0.2,5.9211
74,31,2,0,9,44.128,4,0.2,12.1352
74,31,2,1,1,62.92,1,0.2,10.2245
74,31,2,1,12,78.304,2,0.2,29.364
46,15,2,0,5,140.81,1,0.0,39.4268
434,41,0,1,10,40.096,4,0.2,13.5324
434,41,0,0,9,40.784,2,0.6,-30.588
452,45,3,2,0,90.57,3,0.0,11.7741
505,7,1,1,12,40.08,6,0.0,19.2384
505,7,1,0,9,37.68,2,0.0,15.8256
266,3,3,0,5,362.352,3,0.2,27.1764
266,3,3,1,3,7.184,2,0.2,2.245
459,12,0,1,14,34.76,1,0.0,9.7328
459,12,0,2,0,831.2,5,0.0,124.68
459,12,0,1,12,26.4,5,0.0,11.88
459,12,0,1,7,106.75,7,0.0,49.105
459,12,0,1,12,97.82,2,0.0,45.9754
459,12,0,1,14,141.4,5,0.0,38.178
266,3,3,1,2,14.52,3,0.0,4.7916
207,41,0,1,14,127.92,5,0.2,-15.99
207,41,0,1,3,34.24,4,0.8,-53.072
51,5,1,1,1,137.62,2,0.0,60.5528
51,5,1,2,13,100.49,1,0.0,25.1225
329,30,1,0,4,257.568,2,0.2,-28.9764
329,30,1,2,13,119.96,4,0.0,33.5888
434,41,0,1,14,49.632,4,0.2,4.9632
24,4,3,0,16,727.45,5,0.5,-465.568
24,4,3,0,9,24.96,3,0.2,4.368
330,33,1,2,13,370.782,3,0.4,-92.6955
194,26,3,0,9,196.45,5,0.0,70.722
374,36,1,1,12,31.104,6,0.2,10.8864
374,36,1,1,14,78.256,2,0.2,-17.6076
452,45,3,1,12,6.48,1,0.0,3.1104
438,3,3,1,2,99.2,5,0.0,25.792
438,3,3,0,5,801.568,2,0.2,50.098
438,3,3,0,16,272.848,1,0.2,27.2848
462,45,3,0,16,70.98,1,0.0,20.5842
94,33,1,1,12,16.224,2,0.2,5.8812
262,30,1,0,4,176.784,1,0.2,-22.098
434,41,0,2,13,470.376,3,0.2,47.0376
266,3,3,0,5,393.568,4,0.2,-44.2764
266,3,3,2,13,302.376,3,0.2,22.6782
216,8,2,1,3,68.742,9,0.7,-48.1194
329,30,1,1,7,29.34,3,0.0,14.67
329,30,1,0,5,383.607,7,0.1,63.9345
329,30,1,1,14,563.4,4,0.0,67.608
374,36,1,1,12,217.056,7,0.2,78.6828
222,41,0,1,10,6.0,2,0.2,2.1
438,3,3,0,9,31.56,3,0.0,10.4148
197,8,2,1,8,7.104,2,0.2,2.3976
197,8,2,1,3,398.352,8,0.7,-331.96
147,33,1,1,1,121.792,4,0.2,13.7016
147,33,1,0,16,409.59,3,0.4,-122.877
208,3,3,1,12,10.56,2,0.0,4.752
208,3,3,1,2,3.38,1,0.0,1.2506
386,8,2,1,7,7.824,1,0.2,2.934
286,35,3,1,12,24.784,1,0.2,7.745
75,44,2,1,2,34.65,3,0.0,10.395
304,24,3,1,3,487.984,2,0.2,152.495
300,21,0,1,3,1793.98,2,0.0,843.1706
295,8,2,1,7,29.808,2,0.2,10.8054
295,8,2,1,3,505.176,4,0.7,-336.784
295,8,2,0,16,174.0585,3,0.45,-110.7645
151,38,2,1,14,191.88,6,0.0,19.188
123,20,0,2,13,14.78,2,0.0,3.9906
464,35,3,1,12,5.184,1,0.2,1.8144
464,35,3,0,5,478.48,2,0.2,47.848
464,35,3,2,0,28.4,2,0.2,6.745
211,12,0,1,14,909.12,8,0.0,9.0912
13,8,2,1,3,2.952,2,0.7,-2.1648
13,8,2,1,3,27.018,6,0.7,-21.6144
266,3,3,0,9,136.92,4,0.0,41.076
343,30,1,0,9,18.96,2,0.0,8.532
266,3,3,2,0,99.39,3,0.0,40.7499
207,41,0,1,12,273.896,7,0.2,92.4399
207,41,0,2,11,597.132,3,0.4,49.761
419,9,2,2,0,149.95,5,0.0,65.978
47,8,2,1,10,4.608,2,0.2,1.6704
47,8,2,1,2,15.528,3,0.2,4.8525
47,8,2,1,10,11.952,3,0.2,3.8844
156,19,1,1,2,11.65,5,0.0,3.3785
123,20,0,2,13,299.9,2,0.0,74.975
508,30,1,1,3,895.92,5,0.2,302.373
508,30,1,0,5,462.564,2,0.1,97.6524
397,36,1,1,14,15.008,2,0.2,1.5008
16,41,0,2,13,863.64,9,0.2,107.955
16,41,0,1,2,47.616,3,0.2,3.5712
437,3,3,1,12,92.94,3,0.0,41.823
438,3,3,2,0,199.98,2,0.0,69.993
266,3,3,2,13,177.48,3,0.2,19.9665
120,4,3,1,12,88.768,2,0.2,31.0688
452,45,3,1,12,6.48,1,0.0,3.1104
452,45,3,1,14,46.51,1,0.0,1.8604
452,45,3,2,13,659.976,3,0.2,49.4982
451,1,3,2,13,271.992,1,0.2,23.7993
233,16,2,0,4,145.74,3,0.0,23.3184
233,16,2,0,9,15.4,5,0.0,7.392
438,3,3,1,12,244.55,5,0.0,114.9385
438,3,3,2,0,166.16,8,0.0,59.8176
438,3,3,0,9,14.73,3,0.0,4.8609
53,4,3,1,3,19.968,2,0.7,-13.312
53,4,3,1,14,33.488,7,0.2,-1.2558
53,4,3,1,3,8.736,4,0.7,-6.1152
53,4,3,0,5,662.88,3,0.2,74.574
393,11,0,1,10,47.36,4,0.2,17.76
393,11,0,1,14,27.44,2,0.2,2.401
393,11,0,1,3,3.24,9,0.8,-5.184
67,41,0,2,0,95.968,4,0.2,26.3912
67,41,0,1,12,10.368,2,0.2,3.6288
329,30,1,1,2,23.1,2,0.0,6.468
329,30,1,0,9,11.54,2,0.0,3.462
329,30,1,0,16,254.526,1,0.4,-93.3262
329,30,1,1,1,12.98,1,0.0,3.7642
329,30,1,1,3,26.432,8,0.2,8.9208
329,30,1,2,13,197.97,3,0.0,57.4113
329,30,1,1,10,18.9,6,0.0,9.072
329,30,1,0,5,1282.41,5,0.1,213.735
329,30,1,1,2,4.92,3,0.0,2.214
329,30,1,2,0,238.0,2,0.0,38.08
329,30,1,2,0,167.97,3,0.0,40.3128
329,30,1,1,12,17.12,4,0.0,7.704
464,23,0,1,3,16.2,3,0.0,7.776
464,23,0,1,1,33.99,3,0.0,14.6157
464,23,0,2,0,296.85,5,0.0,53.433
464,23,0,2,0,112.8,6,0.0,6.768
464,23,0,1,3,13.71,3,0.0,6.5808
464,23,0,1,12,24.9,5,0.0,11.703
464,23,0,1,14,286.29,3,0.0,17.1774
464,23,0,1,1,24.18,2,0.0,7.254
367,28,1,2,13,281.97,3,0.0,78.9516
367,28,1,1,15,69.5,5,0.0,20.155
367,28,1,1,12,166.44,3,0.0,79.8912
490,34,0,2,0,291.96,4,0.0,102.186
80,11,0,1,2,6.408,3,0.2,0.6408
80,11,0,2,0,408.744,7,0.2,76.6395
80,11,0,1,3,5.104,4,0.8,-8.6768
80,11,0,1,8,2.896,2,0.2,0.4706
80,11,0,2,0,35.016,3,0.2,-2.1885
310,0,2,1,14,275.97,3,0.0,11.0388
310,0,2,2,13,1394.95,5,0.0,362.687
310,0,2,0,5,545.88,6,0.0,70.9644
430,35,3,1,2,5.248,2,0.2,0.5904
168,1,3,0,5,933.536,4,0.2,105.0228
168,1,3,1,14,42.976,4,0.2,4.2976
94,9,2,1,3,3.76,2,0.0,1.8048
345,34,0,2,13,479.96,4,0.0,134.3888
49,3,3,1,1,320.88,6,0.0,93.0552
49,3,3,0,9,23.88,3,0.0,10.5072
49,3,3,1,12,26.76,4,0.0,12.3096
94,33,1,2,6,1439.976,4,0.4,191.9968
464,23,0,1,3,17.22,3,0.0,7.9212
464,23,0,0,16,1024.38,7,0.0,215.1198
464,23,0,1,7,26.22,3,0.0,12.3234
464,23,0,1,12,17.34,3,0.0,8.4966
374,36,1,1,3,4.956,4,0.7,-3.7996
464,35,3,1,10,71.04,6,0.2,26.64
464,35,3,1,2,5.344,2,0.2,0.7348
464,35,3,1,8,11.304,3,0.2,-2.1195
207,41,0,1,1,294.62,5,0.8,-766.012
207,41,0,0,9,8.752,4,0.6,-3.7196
77,44,2,1,10,15.0,4,0.0,7.2
77,44,2,2,13,161.61,1,0.0,42.0186
77,44,2,2,13,144.95,5,0.0,42.0355
364,3,3,2,0,199.95,5,0.0,21.9945
364,3,3,1,2,41.86,7,0.0,14.2324
267,15,2,1,14,95.94,3,0.0,9.594
267,15,2,0,5,304.45,5,0.0,76.1125
270,41,0,1,3,11.364,3,0.8,-17.046
93,23,0,1,2,29.68,7,0.0,11.5752
93,23,0,2,0,47.53,7,0.0,16.1602
80,11,0,0,4,183.372,2,0.3,-36.6744
219,40,2,1,2,4.224,3,0.2,0.4752
219,40,2,1,1,333.056,2,0.2,29.1424
219,40,2,1,12,24.896,4,0.2,7.78
207,41,0,2,0,159.984,2,0.2,35.9964
207,41,0,1,14,46.344,3,0.2,4.6344
23,0,2,0,5,350.98,1,0.0,84.2352
23,0,2,1,12,13.08,2,0.0,6.0168
23,0,2,1,14,900.08,4,0.0,117.0104
435,3,3,1,3,17.568,2,0.2,6.3684
435,3,3,1,10,14.62,2,0.0,6.8714
435,3,3,1,15,33.36,4,0.0,8.6736
435,3,3,1,12,40.14,6,0.0,19.6686
390,37,1,1,14,1606.23,9,0.0,481.869
390,37,1,1,12,17.04,3,0.0,7.668
390,37,1,1,3,49.53,3,0.0,23.7744
390,37,1,0,5,872.32,4,0.0,244.2496
159,3,3,1,3,239.12,5,0.2,77.714
452,45,3,0,4,141.96,2,0.0,39.7488
241,3,3,1,3,33.024,2,0.2,11.5584
241,3,3,1,3,67.136,4,0.2,23.4976
253,19,1,1,3,14.73,3,0.0,6.9231
253,19,1,1,14,104.9,5,0.0,25.176
253,19,1,1,3,61.04,4,0.0,30.52
253,19,1,1,12,10.95,3,0.0,5.1465
154,41,0,1,12,9.392,2,0.2,3.2872
154,41,0,1,2,9.328,1,0.2,0.8162
410,21,0,1,3,8.26,2,0.0,3.8822
410,21,0,0,5,269.97,3,0.0,51.2943
48,24,3,1,12,29.04,3,0.0,13.9392
48,24,3,1,10,14.62,2,0.0,6.8714
371,1,3,1,12,11.952,3,0.2,4.3326
371,1,3,1,3,4.536,7,0.7,-3.3264
371,1,3,1,3,9.156,2,0.7,-6.104
371,1,3,0,9,75.36,5,0.2,20.724
437,3,3,1,3,57.504,6,0.2,20.1264
240,33,1,1,2,38.864,7,0.2,7.7728
207,41,0,1,12,15.552,3,0.2,5.4432
372,28,1,1,1,162.64,2,0.0,45.5392
372,28,1,2,13,597.0,3,0.0,280.59
372,28,1,1,12,55.48,1,0.0,26.6304
374,36,1,0,9,289.8,7,0.2,36.225
374,36,1,1,3,2.502,3,0.7,-2.0016
374,36,1,1,3,6.48,4,0.7,-4.752
374,36,1,0,5,341.488,8,0.3,-73.176
374,36,1,1,2,11.12,5,0.2,0.834
374,36,1,0,9,25.344,6,0.2,3.4848
407,12,0,0,9,17.31,3,0.0,5.193
123,20,0,2,0,199.95,5,0.0,63.984
123,20,0,0,5,1586.69,7,0.0,412.5394
123,20,0,2,0,84.99,1,0.0,30.5964
123,20,0,0,16,411.8,2,0.0,70.006
266,3,3,1,8,11.34,3,0.0,5.2164
266,3,3,1,14,80.3,5,0.0,20.878
266,3,3,1,3,15.968,2,0.2,5.3892
266,3,3,1,12,64.74,13,0.0,30.4278
266,3,3,1,3,19.296,3,0.2,6.03
266,3,3,1,14,405.64,4,0.0,12.1692
266,3,3,0,5,146.352,3,0.2,-9.147
266,3,3,2,0,251.91,9,0.0,47.8629
266,3,3,1,2,12.39,3,0.0,3.717
383,3,3,2,0,199.96,4,0.0,69.986
383,3,3,0,16,710.832,3,0.2,-97.7394
374,36,1,1,3,1.941,1,0.7,-1.294
349,3,3,0,5,283.92,5,0.2,-46.137
452,45,3,1,3,7.312,2,0.2,2.5592
49,3,3,2,0,59.97,3,0.0,13.7931
49,3,3,2,13,761.544,7,0.2,66.6351
438,3,3,0,9,58.2,3,0.0,28.518
28,18,1,1,12,39.9,5,0.0,19.95
28,18,1,1,1,90.86,7,0.0,26.3494
28,18,1,1,12,94.85,5,0.0,45.528
375,1,3,1,12,106.232,7,0.2,37.1812
375,1,3,2,13,111.984,2,0.2,11.1984
375,1,3,0,9,7.712,2,0.2,1.7352
266,3,3,1,12,37.44,6,0.0,16.848
207,41,0,1,10,23.68,2,0.2,8.88
329,30,1,1,10,122.12,4,0.0,56.1752
329,30,1,1,10,18.45,5,0.0,8.6715
329,30,1,1,14,324.9,5,0.0,38.988
329,30,1,1,12,146.73,3,0.0,68.9631
329,30,1,1,8,3.96,2,0.0,1.4652
395,3,3,1,10,5.76,2,0.0,2.6496
521,6,1,1,3,26.55,3,0.0,13.0095
521,6,1,0,16,310.443,3,0.3,-48.7839
311,21,0,0,5,479.9,5,0.0,81.583
149,29,3,1,15,12.88,1,0.0,0.3864
521,31,2,1,2,13.12,5,0.2,1.476
215,22,2,1,3,511.84,8,0.0,240.5648
215,22,2,1,2,91.96,4,0.0,25.7488
215,22,2,1,2,8.34,3,0.0,2.1684
389,35,3,1,14,37.68,3,0.2,2.355
389,35,3,2,0,279.944,7,0.2,80.4839
120,4,3,1,14,636.408,3,0.2,-15.9102
120,4,3,1,2,83.168,4,0.2,9.3564
489,1,3,0,5,259.136,4,0.2,-25.9136
329,30,1,1,12,221.92,4,0.0,106.5216
329,30,1,2,0,26.0,2,0.0,11.7
47,8,2,1,12,15.552,3,0.2,5.4432
294,41,0,1,3,0.876,1,0.8,-1.4016
399,3,3,1,12,19.98,1,0.0,9.3906
399,3,3,1,3,398.352,3,0.2,124.485
399,3,3,1,2,5.04,3,0.0,1.26
399,3,3,1,8,17.45,5,0.0,8.027
399,3,3,0,5,323.136,4,0.2,20.196
399,3,3,1,15,29.7,3,0.0,8.019
399,3,3,2,13,1295.84,4,0.2,145.782
399,3,3,1,14,46.84,2,0.0,12.6468
399,3,3,0,4,425.833,1,0.15,20.0392
410,30,1,0,16,209.67,1,0.4,-13.978
466,3,3,1,12,159.88,7,0.0,73.5448
452,45,3,1,12,5.28,1,0.0,2.376
452,45,3,1,3,895.92,5,0.2,302.373
354,8,2,1,3,2.808,3,0.7,-1.9656
469,3,3,0,5,215.976,3,0.2,-2.6997
242,20,0,0,4,241.96,2,0.0,41.1332
242,20,0,1,10,27.72,9,0.0,13.3056
374,36,1,1,7,104.68,5,0.2,35.3295
374,36,1,2,13,62.958,7,0.4,9.4437
374,36,1,2,0,86.376,3,0.2,1.0797
374,36,1,0,9,64.944,3,0.2,6.4944
374,36,1,1,12,20.736,4,0.2,7.2576
124,27,1,1,1,33.28,4,0.0,9.3184
124,27,1,1,2,38.52,9,0.0,11.9412
124,27,1,0,9,139.86,7,0.0,60.1398
329,30,1,1,12,19.65,3,0.0,9.039
374,36,1,1,3,152.991,3,0.7,-122.3928
374,36,1,1,8,10.584,7,0.2,-2.3814
374,36,1,2,13,94.92,4,0.4,15.82
172,41,0,0,9,14.76,5,0.6,-11.439
172,41,0,1,3,3.656,4,0.8,-5.8496
329,30,1,1,12,146.82,3,0.0,73.41
262,30,1,1,3,149.544,9,0.2,50.4711
262,30,1,1,15,17.14,2,0.0,4.4564
262,30,1,0,16,991.764,3,0.4,-347.1174
374,36,1,1,12,30.48,6,0.2,9.906
374,36,1,2,13,23.988,2,0.4,-4.7976
374,36,1,1,8,16.688,7,0.2,5.4236
528,36,1,0,5,422.058,3,0.3,-18.0882
528,36,1,1,3,38.088,4,0.7,-27.9312
528,36,1,1,14,254.352,6,0.2,-50.8704
96,3,3,0,9,43.31,1,0.0,4.331
329,30,1,2,13,84.95,5,0.0,22.087
91,41,0,0,5,233.058,3,0.3,-53.2704
426,23,0,2,0,111.79,7,0.0,43.5981
393,19,1,1,12,14.94,3,0.0,7.0218
329,30,1,1,3,14.16,2,0.2,5.133
109,41,0,0,9,22.608,3,0.6,-10.1736
266,3,3,1,8,21.48,6,0.0,10.74
300,21,0,1,14,501.81,3,0.0,0.0
300,21,0,1,14,161.94,3,0.0,9.7164
119,8,2,1,2,17.856,4,0.2,2.0088
80,11,0,1,3,8.808,3,0.8,-14.9736
83,33,1,0,9,79.384,1,0.2,29.769
342,3,3,1,2,34.58,1,0.0,10.0282
277,3,3,1,12,314.55,3,0.0,150.984
243,41,0,2,0,191.976,3,0.2,23.997
243,41,0,1,12,8.288,2,0.2,3.0044
243,41,0,0,9,139.92,5,0.6,-150.414
243,41,0,1,2,15.872,1,0.2,1.1904
243,41,0,1,3,6.286,7,0.8,-11.0005
225,33,1,1,2,14.016,3,0.2,1.752
225,33,1,2,0,71.976,3,0.2,-8.997
225,33,1,2,13,107.982,3,0.4,-26.9955
433,41,0,0,5,305.312,2,0.3,-8.7232
